ENSG00000110514,ENST00000636321
ENSG00000236334,ENST00000603675
ENSG00000236334,ENST00000577627
ENSG00000236334,ENST00000328558
ENSG00000236334,ENST00000414193
ENSG00000236334,ENST00000567149
ENSG00000236334,ENST00000483456
ENSG00000236334,ENST00000440938
ENSG00000236334,ENST00000450588
ENSG00000236334,ENST00000358455
ENSG00000236334,ENST00000433548
ENSG00000236334,ENST00000455837
ENSG00000236334,ENST00000482002
ENSG00000236334,ENST00000449940
ENSG00000236334,ENST00000403866
ENSG00000236334,ENST00000585753
ENSG00000236334,ENST00000420177
ENSG00000236334,ENST00000464473
ENSG00000236334,ENST00000484422
ENSG00000236334,ENST00000414951
ENSG00000236334,ENST00000420099
ENSG00000236334,ENST00000454070
ENSG00000236334,ENST00000562009
ENSG00000236334,ENST00000487348
ENSG00000236334,ENST00000405422
ENSG00000236334,ENST00000462678
ENSG00000236334,ENST00000447284
ENSG00000236334,ENST00000518241
ENSG00000236334,ENST00000418901
ENSG00000236334,ENST00000448870
ENSG00000236334,ENST00000462517
ENSG00000236334,ENST00000557078
ENSG00000236334,ENST00000479662
ENSG00000236334,ENST00000441944
ENSG00000236334,ENST00000450091
ENSG00000236334,ENST00000395416
ENSG00000236334,ENST00000567559
ENSG00000236334,ENST00000435008
ENSG00000236334,ENST00000505144
ENSG00000236334,ENST00000452411
ENSG00000236334,ENST00000550612
ENSG00000236334,ENST00000415473
ENSG00000236334,ENST00000596021
ENSG00000236334,ENST00000438675
ENSG00000236334,ENST00000430535
ENSG00000236334,ENST00000519658
ENSG00000236334,ENST00000418508
ENSG00000236334,ENST00000520812
ENSG00000236334,ENST00000448832
ENSG00000236334,ENST00000414949
ENSG00000236334,ENST00000428093
ENSG00000236334,ENST00000564109
ENSG00000236334,ENST00000556877
ENSG00000236334,ENST00000443177
ENSG00000236334,ENST00000414143
ENSG00000236334,ENST00000434706
ENSG00000236334,ENST00000563335
ENSG00000236334,ENST00000431082
ENSG00000236334,ENST00000617314
ENSG00000236334,ENST00000583752
ENSG00000236334,ENST00000458609
ENSG00000236334,ENST00000510729
ENSG00000236334,ENST00000422463
ENSG00000236334,ENST00000449839
ENSG00000236334,ENST00000567565
ENSG00000236334,ENST00000606284
ENSG00000236334,ENST00000424692
ENSG00000236334,ENST00000569235
ENSG00000084072,ENST00000425840
ENSG00000084072,ENST00000452091
ENSG00000084072,ENST00000441480
ENSG00000084072,ENST00000430315
ENSG00000084072,ENST00000428657
ENSG00000084072,ENST00000411837
ENSG00000084072,ENST00000530952
ENSG00000084072,ENST00000446082
ENSG00000084072,ENST00000491837
ENSG00000084072,ENST00000557282
ENSG00000084072,ENST00000429993
ENSG00000084072,ENST00000469748
ENSG00000084072,ENST00000555184
ENSG00000084072,ENST00000377951
ENSG00000084072,ENST00000435399
ENSG00000084072,ENST00000487390
ENSG00000084072,ENST00000496953
ENSG00000084072,ENST00000605229
ENSG00000084072,ENST00000570531
ENSG00000084072,ENST00000482249
ENSG00000084072,ENST00000527147
ENSG00000084072,ENST00000486414
ENSG00000084072,ENST00000603675
ENSG00000084072,ENST00000577627
ENSG00000084072,ENST00000328558
ENSG00000084072,ENST00000414193
ENSG00000084072,ENST00000567149
ENSG00000084072,ENST00000483456
ENSG00000084072,ENST00000440938
ENSG00000084072,ENST00000450588
ENSG00000084072,ENST00000358455
ENSG00000084072,ENST00000433548
ENSG00000084072,ENST00000455837
ENSG00000084072,ENST00000482002
ENSG00000084072,ENST00000449940
ENSG00000084072,ENST00000403866
ENSG00000084072,ENST00000585753
ENSG00000084072,ENST00000420177
ENSG00000084072,ENST00000464473
ENSG00000084072,ENST00000484422
ENSG00000084072,ENST00000414951
ENSG00000084072,ENST00000420099
ENSG00000084072,ENST00000454070
ENSG00000084072,ENST00000562009
ENSG00000084072,ENST00000487348
ENSG00000084072,ENST00000405422
ENSG00000084072,ENST00000462678
ENSG00000084072,ENST00000447284
ENSG00000084072,ENST00000518241
ENSG00000084072,ENST00000418901
ENSG00000084072,ENST00000448870
ENSG00000084072,ENST00000462517
ENSG00000084072,ENST00000557078
ENSG00000084072,ENST00000479662
ENSG00000084072,ENST00000441944
ENSG00000084072,ENST00000450091
ENSG00000084072,ENST00000395416
ENSG00000084072,ENST00000567559
ENSG00000084072,ENST00000435008
ENSG00000084072,ENST00000505144
ENSG00000084072,ENST00000452411
ENSG00000084072,ENST00000550612
ENSG00000084072,ENST00000415473
ENSG00000084072,ENST00000596021
ENSG00000084072,ENST00000438675
ENSG00000084072,ENST00000430535
ENSG00000084072,ENST00000519658
ENSG00000084072,ENST00000418508
ENSG00000084072,ENST00000520812
ENSG00000084072,ENST00000448832
ENSG00000084072,ENST00000414949
ENSG00000084072,ENST00000428093
ENSG00000084072,ENST00000564109
ENSG00000084072,ENST00000556877
ENSG00000084072,ENST00000443177
ENSG00000084072,ENST00000414143
ENSG00000084072,ENST00000434706
ENSG00000084072,ENST00000563335
ENSG00000084072,ENST00000431082
ENSG00000084072,ENST00000617314
ENSG00000084072,ENST00000583752
ENSG00000084072,ENST00000458609
ENSG00000084072,ENST00000510729
ENSG00000084072,ENST00000422463
ENSG00000084072,ENST00000449839
ENSG00000084072,ENST00000567565
ENSG00000084072,ENST00000606284
ENSG00000084072,ENST00000424692
ENSG00000084072,ENST00000569235
ENSG00000263464,ENST00000425840
ENSG00000263464,ENST00000452091
ENSG00000263464,ENST00000441480
ENSG00000263464,ENST00000430315
ENSG00000263464,ENST00000428657
ENSG00000263464,ENST00000411837
ENSG00000263464,ENST00000530952
ENSG00000263464,ENST00000446082
ENSG00000263464,ENST00000491837
ENSG00000263464,ENST00000557282
ENSG00000263464,ENST00000429993
ENSG00000263464,ENST00000469748
ENSG00000263464,ENST00000555184
ENSG00000263464,ENST00000377951
ENSG00000263464,ENST00000435399
ENSG00000263464,ENST00000487390
ENSG00000263464,ENST00000496953
ENSG00000263464,ENST00000605229
ENSG00000263464,ENST00000570531
ENSG00000263464,ENST00000482249
ENSG00000263464,ENST00000527147
ENSG00000263464,ENST00000486414
ENSG00000263464,ENST00000603675
ENSG00000263464,ENST00000577627
ENSG00000263464,ENST00000328558
ENSG00000263464,ENST00000414193
ENSG00000263464,ENST00000567149
ENSG00000263464,ENST00000483456
ENSG00000263464,ENST00000440938
ENSG00000263464,ENST00000450588
ENSG00000263464,ENST00000358455
ENSG00000263464,ENST00000433548
ENSG00000263464,ENST00000455837
ENSG00000263464,ENST00000482002
ENSG00000263464,ENST00000449940
ENSG00000263464,ENST00000403866
ENSG00000263464,ENST00000585753
ENSG00000263464,ENST00000420177
ENSG00000263464,ENST00000464473
ENSG00000263464,ENST00000484422
ENSG00000263464,ENST00000414951
ENSG00000263464,ENST00000420099
ENSG00000263464,ENST00000454070
ENSG00000263464,ENST00000562009
ENSG00000263464,ENST00000487348
ENSG00000263464,ENST00000405422
ENSG00000263464,ENST00000462678
ENSG00000263464,ENST00000447284
ENSG00000263464,ENST00000518241
ENSG00000263464,ENST00000418901
ENSG00000263464,ENST00000448870
ENSG00000263464,ENST00000462517
ENSG00000263464,ENST00000557078
ENSG00000263464,ENST00000479662
ENSG00000263464,ENST00000441944
ENSG00000263464,ENST00000450091
ENSG00000263464,ENST00000395416
ENSG00000263464,ENST00000567559
ENSG00000263464,ENST00000435008
ENSG00000263464,ENST00000505144
ENSG00000263464,ENST00000452411
ENSG00000263464,ENST00000550612
ENSG00000263464,ENST00000415473
ENSG00000263464,ENST00000596021
ENSG00000263464,ENST00000438675
ENSG00000263464,ENST00000430535
ENSG00000263464,ENST00000519658
ENSG00000263464,ENST00000418508
ENSG00000263464,ENST00000520812
ENSG00000263464,ENST00000448832
ENSG00000263464,ENST00000414949
ENSG00000263464,ENST00000428093
ENSG00000263464,ENST00000564109
ENSG00000263464,ENST00000556877
ENSG00000263464,ENST00000443177
ENSG00000263464,ENST00000414143
ENSG00000263464,ENST00000434706
ENSG00000263464,ENST00000563335
ENSG00000263464,ENST00000431082
ENSG00000263464,ENST00000617314
ENSG00000263464,ENST00000583752
ENSG00000263464,ENST00000458609
ENSG00000263464,ENST00000510729
ENSG00000263464,ENST00000422463
ENSG00000263464,ENST00000449839
ENSG00000263464,ENST00000567565
ENSG00000263464,ENST00000606284
ENSG00000263464,ENST00000424692
ENSG00000263464,ENST00000569235
ENSG00000271567,ENST00000425840
ENSG00000271567,ENST00000452091
ENSG00000271567,ENST00000441480
ENSG00000271567,ENST00000430315
ENSG00000271567,ENST00000428657
ENSG00000271567,ENST00000411837
ENSG00000271567,ENST00000530952
ENSG00000271567,ENST00000446082
ENSG00000271567,ENST00000491837
ENSG00000271567,ENST00000557282
ENSG00000271567,ENST00000429993
ENSG00000271567,ENST00000469748
ENSG00000271567,ENST00000555184
ENSG00000271567,ENST00000377951
ENSG00000271567,ENST00000435399
ENSG00000271567,ENST00000487390
ENSG00000271567,ENST00000496953
ENSG00000271567,ENST00000605229
ENSG00000271567,ENST00000570531
ENSG00000271567,ENST00000482249
ENSG00000271567,ENST00000527147
ENSG00000271567,ENST00000486414
ENSG00000271567,ENST00000603675
ENSG00000271567,ENST00000577627
ENSG00000271567,ENST00000328558
ENSG00000271567,ENST00000414193
ENSG00000271567,ENST00000567149
ENSG00000271567,ENST00000483456
ENSG00000271567,ENST00000440938
ENSG00000271567,ENST00000450588
ENSG00000271567,ENST00000358455
ENSG00000271567,ENST00000433548
ENSG00000271567,ENST00000455837
ENSG00000271567,ENST00000482002
ENSG00000271567,ENST00000449940
ENSG00000271567,ENST00000403866
ENSG00000271567,ENST00000585753
ENSG00000271567,ENST00000420177
ENSG00000271567,ENST00000464473
ENSG00000271567,ENST00000484422
ENSG00000271567,ENST00000414951
ENSG00000271567,ENST00000420099
ENSG00000271567,ENST00000454070
ENSG00000271567,ENST00000562009
ENSG00000271567,ENST00000487348
ENSG00000271567,ENST00000405422
ENSG00000271567,ENST00000462678
ENSG00000271567,ENST00000447284
ENSG00000271567,ENST00000518241
ENSG00000271567,ENST00000418901
ENSG00000271567,ENST00000448870
ENSG00000271567,ENST00000462517
ENSG00000271567,ENST00000557078
ENSG00000271567,ENST00000479662
ENSG00000271567,ENST00000441944
ENSG00000271567,ENST00000450091
ENSG00000271567,ENST00000395416
ENSG00000271567,ENST00000567559
ENSG00000271567,ENST00000435008
ENSG00000271567,ENST00000505144
ENSG00000271567,ENST00000452411
ENSG00000271567,ENST00000550612
ENSG00000271567,ENST00000415473
ENSG00000271567,ENST00000596021
ENSG00000271567,ENST00000438675
ENSG00000271567,ENST00000430535
ENSG00000271567,ENST00000519658
ENSG00000271567,ENST00000418508
ENSG00000271567,ENST00000520812
ENSG00000271567,ENST00000448832
ENSG00000271567,ENST00000414949
ENSG00000271567,ENST00000428093
ENSG00000271567,ENST00000564109
ENSG00000271567,ENST00000556877
ENSG00000271567,ENST00000443177
ENSG00000271567,ENST00000414143
ENSG00000271567,ENST00000434706
ENSG00000271567,ENST00000563335
ENSG00000271567,ENST00000431082
ENSG00000271567,ENST00000617314
ENSG00000271567,ENST00000583752
ENSG00000271567,ENST00000458609
ENSG00000271567,ENST00000510729
ENSG00000271567,ENST00000422463
ENSG00000271567,ENST00000449839
ENSG00000271567,ENST00000567565
ENSG00000271567,ENST00000606284
ENSG00000271567,ENST00000424692
ENSG00000271567,ENST00000569235
ENSG00000153201,ENST00000425840
ENSG00000153201,ENST00000452091
ENSG00000153201,ENST00000441480
ENSG00000153201,ENST00000430315
ENSG00000153201,ENST00000428657
ENSG00000153201,ENST00000411837
ENSG00000153201,ENST00000530952
ENSG00000153201,ENST00000446082
ENSG00000153201,ENST00000491837
ENSG00000153201,ENST00000557282
ENSG00000153201,ENST00000429993
ENSG00000153201,ENST00000469748
ENSG00000153201,ENST00000555184
ENSG00000153201,ENST00000377951
ENSG00000153201,ENST00000435399
ENSG00000153201,ENST00000487390
ENSG00000153201,ENST00000496953
ENSG00000153201,ENST00000605229
ENSG00000153201,ENST00000570531
ENSG00000153201,ENST00000482249
ENSG00000153201,ENST00000527147
ENSG00000153201,ENST00000486414
ENSG00000153201,ENST00000603675
ENSG00000153201,ENST00000577627
ENSG00000153201,ENST00000328558
ENSG00000153201,ENST00000414193
ENSG00000153201,ENST00000567149
ENSG00000153201,ENST00000483456
ENSG00000153201,ENST00000440938
ENSG00000153201,ENST00000450588
ENSG00000153201,ENST00000358455
ENSG00000153201,ENST00000433548
ENSG00000153201,ENST00000455837
ENSG00000153201,ENST00000482002
ENSG00000153201,ENST00000449940
ENSG00000153201,ENST00000403866
ENSG00000153201,ENST00000585753
ENSG00000153201,ENST00000420177
ENSG00000153201,ENST00000464473
ENSG00000153201,ENST00000484422
ENSG00000153201,ENST00000414951
ENSG00000153201,ENST00000420099
ENSG00000153201,ENST00000454070
ENSG00000153201,ENST00000562009
ENSG00000153201,ENST00000487348
ENSG00000153201,ENST00000405422
ENSG00000153201,ENST00000462678
ENSG00000153201,ENST00000447284
ENSG00000153201,ENST00000518241
ENSG00000153201,ENST00000418901
ENSG00000153201,ENST00000448870
ENSG00000153201,ENST00000462517
ENSG00000153201,ENST00000557078
ENSG00000153201,ENST00000479662
ENSG00000153201,ENST00000441944
ENSG00000153201,ENST00000450091
ENSG00000153201,ENST00000395416
ENSG00000153201,ENST00000567559
ENSG00000153201,ENST00000435008
ENSG00000153201,ENST00000505144
ENSG00000153201,ENST00000452411
ENSG00000153201,ENST00000550612
ENSG00000153201,ENST00000415473
ENSG00000153201,ENST00000596021
ENSG00000153201,ENST00000438675
ENSG00000153201,ENST00000430535
ENSG00000153201,ENST00000519658
ENSG00000153201,ENST00000418508
ENSG00000153201,ENST00000520812
ENSG00000153201,ENST00000448832
ENSG00000153201,ENST00000414949
ENSG00000153201,ENST00000428093
ENSG00000153201,ENST00000564109
ENSG00000153201,ENST00000556877
ENSG00000153201,ENST00000443177
ENSG00000153201,ENST00000414143
ENSG00000153201,ENST00000434706
ENSG00000153201,ENST00000563335
ENSG00000153201,ENST00000431082
ENSG00000153201,ENST00000617314
ENSG00000153201,ENST00000583752
ENSG00000153201,ENST00000458609
ENSG00000153201,ENST00000510729
ENSG00000153201,ENST00000422463
ENSG00000153201,ENST00000449839
ENSG00000153201,ENST00000567565
ENSG00000153201,ENST00000606284
ENSG00000153201,ENST00000424692
ENSG00000153201,ENST00000569235
ENSG00000279782,ENST00000425840
ENSG00000279782,ENST00000452091
ENSG00000279782,ENST00000441480
ENSG00000279782,ENST00000430315
ENSG00000279782,ENST00000428657
ENSG00000279782,ENST00000411837
ENSG00000279782,ENST00000530952
ENSG00000279782,ENST00000446082
ENSG00000279782,ENST00000491837
ENSG00000279782,ENST00000557282
ENSG00000279782,ENST00000429993
ENSG00000279782,ENST00000469748
ENSG00000279782,ENST00000555184
ENSG00000279782,ENST00000377951
ENSG00000279782,ENST00000435399
ENSG00000279782,ENST00000487390
ENSG00000279782,ENST00000496953
ENSG00000279782,ENST00000605229
ENSG00000279782,ENST00000570531
ENSG00000279782,ENST00000482249
ENSG00000279782,ENST00000527147
ENSG00000279782,ENST00000486414
ENSG00000279782,ENST00000603675
ENSG00000279782,ENST00000577627
ENSG00000279782,ENST00000328558
ENSG00000279782,ENST00000414193
ENSG00000279782,ENST00000567149
ENSG00000279782,ENST00000483456
ENSG00000279782,ENST00000440938
ENSG00000279782,ENST00000450588
ENSG00000279782,ENST00000358455
ENSG00000279782,ENST00000433548
ENSG00000279782,ENST00000455837
ENSG00000279782,ENST00000482002
ENSG00000279782,ENST00000449940
ENSG00000279782,ENST00000403866
ENSG00000279782,ENST00000585753
ENSG00000279782,ENST00000420177
ENSG00000279782,ENST00000464473
ENSG00000279782,ENST00000484422
ENSG00000279782,ENST00000414951
ENSG00000279782,ENST00000420099
ENSG00000279782,ENST00000454070
ENSG00000279782,ENST00000562009
ENSG00000279782,ENST00000487348
ENSG00000279782,ENST00000405422
ENSG00000279782,ENST00000462678
ENSG00000279782,ENST00000447284
ENSG00000279782,ENST00000518241
ENSG00000279782,ENST00000418901
ENSG00000279782,ENST00000448870
ENSG00000279782,ENST00000462517
ENSG00000279782,ENST00000557078
ENSG00000279782,ENST00000479662
ENSG00000279782,ENST00000441944
ENSG00000279782,ENST00000450091
ENSG00000279782,ENST00000395416
ENSG00000279782,ENST00000567559
ENSG00000279782,ENST00000435008
ENSG00000279782,ENST00000505144
ENSG00000279782,ENST00000452411
ENSG00000279782,ENST00000550612
ENSG00000279782,ENST00000415473
ENSG00000279782,ENST00000596021
ENSG00000279782,ENST00000438675
ENSG00000279782,ENST00000430535
ENSG00000279782,ENST00000519658
ENSG00000279782,ENST00000418508
ENSG00000279782,ENST00000520812
ENSG00000279782,ENST00000448832
ENSG00000279782,ENST00000414949
ENSG00000279782,ENST00000428093
ENSG00000279782,ENST00000564109
ENSG00000279782,ENST00000556877
ENSG00000279782,ENST00000443177
ENSG00000279782,ENST00000414143
ENSG00000279782,ENST00000434706
ENSG00000279782,ENST00000563335
ENSG00000279782,ENST00000431082
ENSG00000279782,ENST00000617314
ENSG00000279782,ENST00000583752
ENSG00000279782,ENST00000458609
ENSG00000279782,ENST00000510729
ENSG00000279782,ENST00000422463
ENSG00000279782,ENST00000449839
ENSG00000279782,ENST00000567565
ENSG00000279782,ENST00000606284
ENSG00000279782,ENST00000424692
ENSG00000279782,ENST00000569235
ENSG00000206701,ENST00000436977
ENSG00000223024,ENST00000436977
ENSG00000206703,ENST00000436977
ENSG00000252839,ENST00000436977
ENSG00000252474,ENST00000436977
ENSG00000206700,ENST00000436977
ENSG00000206709,ENST00000436977
ENSG00000206708,ENST00000436977
ENSG00000252558,ENST00000436977
ENSG00000200560,ENST00000436977
ENSG00000252540,ENST00000436977
ENSG00000252628,ENST00000436977
ENSG00000201136,ENST00000436977
ENSG00000252544,ENST00000436977
ENSG00000252545,ENST00000436977
ENSG00000212186,ENST00000436977
ENSG00000251960,ENST00000436977
ENSG00000212184,ENST00000436977
ENSG00000252549,ENST00000436977
ENSG00000199784,ENST00000436977
ENSG00000252626,ENST00000436977
ENSG00000200403,ENST00000436977
ENSG00000202528,ENST00000436977
ENSG00000200817,ENST00000436977
ENSG00000199824,ENST00000436977
ENSG00000199827,ENST00000436977
ENSG00000200814,ENST00000436977
ENSG00000222398,ENST00000436977
ENSG00000207000,ENST00000436977
ENSG00000207003,ENST00000436977
ENSG00000200818,ENST00000436977
ENSG00000200790,ENST00000436977
ENSG00000207004,ENST00000436977
ENSG00000207007,ENST00000436977
ENSG00000199551,ENST00000436977
ENSG00000201032,ENST00000436977
ENSG00000251727,ENST00000436977
ENSG00000223179,ENST00000436977
ENSG00000272028,ENST00000436977
ENSG00000222092,ENST00000436977
ENSG00000200183,ENST00000436977
ENSG00000206638,ENST00000436977
ENSG00000223280,ENST00000436977
ENSG00000202039,ENST00000436977
ENSG00000252186,ENST00000436977
ENSG00000223284,ENST00000436977
ENSG00000223287,ENST00000436977
ENSG00000199237,ENST00000436977
ENSG00000252263,ENST00000436977
ENSG00000239175,ENST00000436977
ENSG00000202034,ENST00000436977
ENSG00000207225,ENST00000436977
ENSG00000222909,ENST00000436977
ENSG00000207227,ENST00000436977
ENSG00000201725,ENST00000436977
ENSG00000238616,ENST00000436977
ENSG00000222139,ENST00000436977
ENSG00000207222,ENST00000436977
ENSG00000207347,ENST00000436977
ENSG00000207345,ENST00000436977
ENSG00000252348,ENST00000436977
ENSG00000207343,ENST00000436977
ENSG00000252431,ENST00000436977
ENSG00000222522,ENST00000436977
ENSG00000252821,ENST00000436977
ENSG00000252823,ENST00000436977
ENSG00000252530,ENST00000436977
ENSG00000199735,ENST00000436977
ENSG00000200926,ENST00000436977
ENSG00000252944,ENST00000436977
ENSG00000200924,ENST00000436977
ENSG00000199731,ENST00000436977
ENSG00000252943,ENST00000436977
ENSG00000212136,ENST00000436977
ENSG00000207042,ENST00000436977
ENSG00000199306,ENST00000436977
ENSG00000199301,ENST00000436977
ENSG00000201658,ENST00000436977
ENSG00000199308,ENST00000436977
ENSG00000200101,ENST00000436977
ENSG00000222607,ENST00000436977
ENSG00000200102,ENST00000436977
ENSG00000200105,ENST00000436977
ENSG00000201135,ENST00000436977
ENSG00000200107,ENST00000436977
ENSG00000200106,ENST00000436977
ENSG00000200253,ENST00000436977
ENSG00000200108,ENST00000436977
ENSG00000212189,ENST00000436977
ENSG00000223217,ENST00000436977
ENSG00000283249,ENST00000436977
ENSG00000223215,ENST00000436977
ENSG00000283575,ENST00000436977
ENSG00000252460,ENST00000436977
ENSG00000252622,ENST00000436977
ENSG00000222940,ENST00000436977
ENSG00000252117,ENST00000436977
ENSG00000212230,ENST00000436977
ENSG00000206848,ENST00000436977
ENSG00000200407,ENST00000436977
ENSG00000199460,ENST00000436977
ENSG00000206842,ENST00000436977
ENSG00000252627,ENST00000436977
ENSG00000222635,ENST00000436977
ENSG00000206841,ENST00000436977
ENSG00000272337,ENST00000436977
ENSG00000200869,ENST00000436977
ENSG00000238669,ENST00000436977
ENSG00000206845,ENST00000436977
ENSG00000252863,ENST00000436977
ENSG00000200250,ENST00000436977
ENSG00000272262,ENST00000436977
ENSG00000202150,ENST00000436977
ENSG00000200033,ENST00000436977
ENSG00000199601,ENST00000436977
ENSG00000252614,ENST00000436977
ENSG00000199603,ENST00000436977
ENSG00000283564,ENST00000436977
ENSG00000272055,ENST00000436977
ENSG00000201613,ENST00000436977
ENSG00000201341,ENST00000436977
ENSG00000212133,ENST00000436977
ENSG00000200217,ENST00000436977
ENSG00000200216,ENST00000436977
ENSG00000222225,ENST00000436977
ENSG00000200213,ENST00000436977
ENSG00000202491,ENST00000436977
ENSG00000202490,ENST00000436977
ENSG00000252768,ENST00000436977
ENSG00000201826,ENST00000436977
ENSG00000207287,ENST00000436977
ENSG00000251794,ENST00000436977
ENSG00000212410,ENST00000436977
ENSG00000202245,ENST00000436977
ENSG00000251798,ENST00000436977
ENSG00000202240,ENST00000436977
ENSG00000252767,ENST00000436977
ENSG00000252764,ENST00000436977
ENSG00000200799,ENST00000436977
ENSG00000199858,ENST00000436977
ENSG00000238382,ENST00000436977
ENSG00000206812,ENST00000436977
ENSG00000212555,ENST00000436977
ENSG00000200815,ENST00000436977
ENSG00000199859,ENST00000436977
ENSG00000222915,ENST00000436977
ENSG00000252162,ENST00000436977
ENSG00000207402,ENST00000436977
ENSG00000206935,ENST00000436977
ENSG00000206932,ENST00000436977
ENSG00000206839,ENST00000436977
ENSG00000222399,ENST00000436977
ENSG00000206836,ENST00000436977
ENSG00000206833,ENST00000436977
ENSG00000206832,ENST00000436977
ENSG00000222858,ENST00000436977
ENSG00000222592,ENST00000436977
ENSG00000251929,ENST00000436977
ENSG00000223265,ENST00000436977
ENSG00000199248,ENST00000436977
ENSG00000253066,ENST00000436977
ENSG00000253064,ENST00000436977
ENSG00000222457,ENST00000436977
ENSG00000253063,ENST00000436977
ENSG00000251923,ENST00000436977
ENSG00000238680,ENST00000436977
ENSG00000200369,ENST00000436977
ENSG00000251851,ENST00000436977
ENSG00000222356,ENST00000436977
ENSG00000200443,ENST00000436977
ENSG00000200444,ENST00000436977
ENSG00000201662,ENST00000436977
ENSG00000200446,ENST00000436977
ENSG00000199219,ENST00000436977
ENSG00000207045,ENST00000436977
ENSG00000200360,ENST00000436977
ENSG00000222297,ENST00000436977
ENSG00000199905,ENST00000436977
ENSG00000207041,ENST00000436977
ENSG00000199903,ENST00000436977
ENSG00000200366,ENST00000436977
ENSG00000222869,ENST00000436977
ENSG00000207167,ENST00000436977
ENSG00000207162,ENST00000436977
ENSG00000207163,ENST00000436977
ENSG00000207160,ENST00000436977
ENSG00000199512,ENST00000436977
ENSG00000252717,ENST00000436977
ENSG00000252884,ENST00000436977
ENSG00000252713,ENST00000436977
ENSG00000207169,ENST00000436977
ENSG00000201182,ENST00000436977
ENSG00000201560,ENST00000436977
ENSG00000201180,ENST00000436977
ENSG00000238489,ENST00000436977
ENSG00000206631,ENST00000436977
ENSG00000201260,ENST00000436977
ENSG00000238482,ENST00000436977
ENSG00000207449,ENST00000436977
ENSG00000207385,ENST00000436977
ENSG00000239030,ENST00000436977
ENSG00000199529,ENST00000436977
ENSG00000252779,ENST00000436977
ENSG00000201761,ENST00000436977
ENSG00000222170,ENST00000436977
ENSG00000199627,ENST00000436977
ENSG00000201001,ENST00000436977
ENSG00000252578,ENST00000436977
ENSG00000207306,ENST00000436977
ENSG00000207307,ENST00000436977
ENSG00000206695,ENST00000436977
ENSG00000252475,ENST00000436977
ENSG00000201165,ENST00000436977
ENSG00000207308,ENST00000436977
ENSG00000201162,ENST00000436977
ENSG00000200963,ENST00000436977
ENSG00000252903,ENST00000436977
ENSG00000207076,ENST00000436977
ENSG00000201392,ENST00000436977
ENSG00000252908,ENST00000436977
ENSG00000252909,ENST00000436977
ENSG00000200840,ENST00000436977
ENSG00000206745,ENST00000436977
ENSG00000206744,ENST00000436977
ENSG00000206747,ENST00000436977
ENSG00000206746,ENST00000436977
ENSG00000206743,ENST00000436977
ENSG00000251774,ENST00000436977
ENSG00000199468,ENST00000436977
ENSG00000207099,ENST00000436977
ENSG00000206665,ENST00000436977
ENSG00000206749,ENST00000436977
ENSG00000222267,ENST00000436977
ENSG00000251773,ENST00000436977
ENSG00000252882,ENST00000436977
ENSG00000252881,ENST00000436977
ENSG00000251711,ENST00000436977
ENSG00000252887,ENST00000436977
ENSG00000206888,ENST00000436977
ENSG00000252183,ENST00000436977
ENSG00000252889,ENST00000436977
ENSG00000212282,ENST00000436977
ENSG00000223256,ENST00000436977
ENSG00000207255,ENST00000436977
ENSG00000199246,ENST00000436977
ENSG00000223313,ENST00000436977
ENSG00000283369,ENST00000436977
ENSG00000200303,ENST00000436977
ENSG00000207278,ENST00000436977
ENSG00000206889,ENST00000436977
ENSG00000278551,ENST00000436977
ENSG00000239108,ENST00000436977
ENSG00000207275,ENST00000436977
ENSG00000222777,ENST00000436977
ENSG00000201711,ENST00000436977
ENSG00000206881,ENST00000436977
ENSG00000238420,ENST00000436977
ENSG00000200267,ENST00000436977
ENSG00000223087,ENST00000436977
ENSG00000252400,ENST00000436977
ENSG00000199645,ENST00000436977
ENSG00000222679,ENST00000436977
ENSG00000199646,ENST00000436977
ENSG00000207378,ENST00000436977
ENSG00000206598,ENST00000436977
ENSG00000206599,ENST00000436977
ENSG00000199765,ENST00000436977
ENSG00000252973,ENST00000436977
ENSG00000206880,ENST00000436977
ENSG00000252971,ENST00000436977
ENSG00000207097,ENST00000436977
ENSG00000206590,ENST00000436977
ENSG00000199886,ENST00000436977
ENSG00000199885,ENST00000436977
ENSG00000206593,ENST00000436977
ENSG00000206595,ENST00000436977
ENSG00000252979,ENST00000436977
ENSG00000199880,ENST00000436977
ENSG00000202229,ENST00000436977
ENSG00000207095,ENST00000436977
ENSG00000212446,ENST00000436977
ENSG00000252033,ENST00000436977
ENSG00000200665,ENST00000436977
ENSG00000202237,ENST00000436977
ENSG00000212516,ENST00000436977
ENSG00000200097,ENST00000436977
ENSG00000212510,ENST00000436977
ENSG00000202206,ENST00000436977
ENSG00000271923,ENST00000436977
ENSG00000223225,ENST00000436977
ENSG00000201909,ENST00000436977
ENSG00000251913,ENST00000436977
ENSG00000252288,ENST00000436977
ENSG00000206896,ENST00000436977
ENSG00000251980,ENST00000436977
ENSG00000252125,ENST00000436977
ENSG00000252126,ENST00000436977
ENSG00000212374,ENST00000436977
ENSG00000206972,ENST00000436977
ENSG00000206973,ENST00000436977
ENSG00000206970,ENST00000436977
ENSG00000252282,ENST00000436977
ENSG00000253437,ENST00000436977
ENSG00000206975,ENST00000436977
ENSG00000206871,ENST00000436977
ENSG00000252347,ENST00000436977
ENSG00000252498,ENST00000436977
ENSG00000252499,ENST00000436977
ENSG00000206875,ENST00000436977
ENSG00000252494,ENST00000436977
